time_s,radius_m,max_C,max_radius_m,mean_C,T_surface_C,C_surface,T_r0.0cm_C,T_r0.1cm_C,T_r0.2cm_C,T_r0.3cm_C,T_r0.4cm_C,T_r0.5cm_C,T_r0.6cm_C,T_r0.7cm_C,T_r0.8cm_C,T_r0.9cm_C,T_r1.0cm_C,T_r1.1cm_C,T_r1.2cm_C,T_r1.3cm_C,T_r1.4cm_C,T_r1.5cm_C,T_r1.6cm_C,T_r1.7cm_C,T_r1.8cm_C,T_r1.9cm_C,T_r2.0cm_C,C_r0.0cm,C_r0.1cm,C_r0.2cm,C_r0.3cm,C_r0.4cm,C_r0.5cm,C_r0.6cm,C_r0.7cm,C_r0.8cm,C_r0.9cm,C_r1.0cm,C_r1.1cm,C_r1.2cm,C_r1.3cm,C_r1.4cm,C_r1.5cm,C_r1.6cm,C_r1.7cm,C_r1.8cm,C_r1.9cm,C_r2.0cm
37980,0.012654,0.88883705928434664,0,0.56618981845660254,49.998934426219058,0.20621243404729431,49.9989344262193,49.998934426219307,49.998934426219307,49.998934426219307,49.998934426219243,49.998934426219272,49.99893442621925,49.998934426219272,49.998934426219343,49.998934426219506,49.998934426219705,49.998934426219975,49.998934426219932,,,,,,,,,0.88883705928434664,0.88471617090857835,0.87238468733776076,0.85193342271198846,0.82350419646147466,0.78727379844807421,0.74342719883367303,0.6921128702783127,0.63336422724947661,0.56694756295133408,0.49202245428037189,0.40620081391734353,0.30172940596137665,,,,,,,,
38040,0.012652000000000002,0.88685431684321048,0,0.56500649352847554,49.998934426223158,0.20569230699803576,49.998934426219293,49.998934426219293,49.998934426219279,49.998934426219328,49.998934426219343,49.998934426219371,49.998934426219421,49.998934426219535,49.998934426219733,49.998934426220153,49.998934426220785,49.998934426221695,49.998934426222633,,,,,,,,,0.88685431684321048,0.88274339369081078,0.87044166331229611,0.85003951472235162,0.82167806607185967,0.78553313889395582,0.74178847581369112,0.6905910597349334,0.6319725132130497,0.56569687686586523,0.4909204271946615,0.40524814108136958,0.30089794675965048,,,,,,,,
38100,0.012650000000000002,0.88487786312029026,0,0.56382692236653131,49.998934426226121,0.20517378144873616,49.998934426219407,49.998934426219385,49.998934426219442,49.998934426219499,49.998934426219606,49.998934426219755,49.998934426219918,49.998934426220202,49.998934426220472,49.998934426220849,49.998934426221325,49.998934426222206,49.998934426224018,,,,,,,,,0.88487786312029026,0.88077687443506347,0.86850480545247888,0.8481516214709085,0.8198577416866204,0.78379802251512731,0.74015498312115269,0.6890741216180758,0.63058527462490921,0.56445023735260957,0.48982199366022683,0.40429857867504709,0.30006892428431475,,,,,,,,
38160,0.012648000000000001,0.88290767688544314,0,0.56265109391128609,49.998934426223009,0.20465687998032792,49.998934426219719,49.998934426219741,49.99893442621979,49.99893442621989,49.998934426220018,49.998934426220167,49.998934426220352,49.998934426220529,49.998934426220671,49.998934426220799,49.99893442622102,49.998934426221481,49.998934426222348,,,,,,,,,0.88290767688544314,0.8788165920064952,0.86657409290783538,0.84626972257616151,0.81804320357110327,0.78206843039448914,0.73852670282384547,0.68756203915445502,0.62920249606450851,0.56320763053968637,0.48872714102311943,0.40335211198491494,0.29924233526093935,,,,,,,,
38220,0.012646000000000001,0.88094373697582273,0,0.56147899695811065,49.99893442622114,0.20414161752458693,49.998934426220082,49.998934426220075,49.99893442622016,49.998934426220231,49.998934426220316,49.998934426220465,49.998934426220664,49.998934426220927,49.998934426221233,49.998934426221545,49.998934426221808,49.998934426221929,49.99893442622168,,,,,,,,,0.88094373697582273,0.8768625253372726,0.86464950489405901,0.84439379772146994,0.81623443205398227,0.78034434367704697,0.73690361705141472,0.68605479563341565,0.62782416217215042,0.56196904257052682,0.48763585636425055,0.40240872718673604,0.29841817689181344,,,,,,,,
38280,0.012644000000000001,0.87898602229546885,0,0.56031062020299283,49.998934426226334,0.2036280043188585,49.998934426220416,49.998934426220401,49.998934426220487,49.998934426220544,49.998934426220629,49.998934426220721,49.998934426220792,49.998934426220821,49.998934426220821,49.998934426220856,49.998934426221091,49.998934426222,49.99893442622411,,,,,,,,,0.87898602229546885,0.87491465342616359,0.8627310206926142,0.84252382665470038,0.8144314075269975,0.77862574356973957,0.73528570799520465,0.68455237440639638,0.62645025764483331,0.56073445957951862,0.48654812660019614,0.40146841140685374,0.29759644608730268,,,,,,,,
38340,0.012642,0.87703451181547953,0,0.55914595227128561,49.998934426219307,0.20311604746252335,49.998934426220636,49.998934426220636,49.998934426220671,49.998934426220728,49.998934426220764,49.998934426220849,49.998934426220913,49.998934426221005,49.998934426221048,49.998934426220963,49.998934426220664,49.998934426220167,49.998934426219591,,,,,,,,,0.87703451181547942,0.87297295533871533,0.86081861965092743,0.84065978918844098,0.8126341104452236,0.77691261134178391,0.73367295790856724,0.68305475888657108,0.62508076723059081,0.55950386767852989,0.48546393859582909,0.40053115260054312,0.29677713923411525,,,,,,,,
38400,0.01264,0.87508918457353224,0,0.55798498173792543,49.998934426219357,0.20260575185647589,49.998934426220785,49.998934426220778,49.998934426220792,49.998934426220814,49.998934426220814,49.998934426220792,49.998934426220757,49.998934426220671,49.998934426220579,49.998934426220416,49.99893442622021,49.998934426219932,49.998934426219563,,,,,,,,,0.87508918457353235,0.87103741020677394,0.85891228118193497,0.8388016651996042,0.81084252132674772,0.77520492832442311,0.73206534910653287,0.68156193254747255,0.62371567572171072,0.55827725295692376,0.48438327925409225,0.39959693938446189,0.29596025216087685,,,,,,,,
38460,0.012638,0.87315001967388628,0,0.55682769714160996,49.998934426219819,0.20209712078181466,49.998934426220764,49.998934426220757,49.998934426220714,49.99893442622075,49.998934426220679,49.998934426220629,49.998934426220565,49.998934426220501,49.998934426220451,49.998934426220423,49.998934426220373,49.998934426220309,49.99893442622011,,,,,,,,,0.87315001967388617,0.86910799722849952,0.85701198476410401,0.83694943462947868,0.8090566207527824,0.77350267591108035,0.7304628639657873,0.6800738789215115,0.62235496794904821,0.55705460149100228,0.48330613557556934,0.39866576088855438,0.29514578016659426,,,,,,,,
38520,0.012636000000000001,0.87121699628702365,0,0.55567408699557341,49.99893442622168,0.20159015629371146,49.998934426220657,49.998934426220671,49.998934426220629,49.998934426220615,49.998934426220565,49.998934426220572,49.998934426220529,49.998934426220494,49.998934426220472,49.998934426220586,49.998934426220735,49.998934426221062,49.998934426221489,,,,,,,,,0.87121699628702376,0.86718469566800971,0.85511770994110858,0.83510307748345269,0.80727638936745372,0.77180583555717275,0.72886548492420333,0.6785905815978569,0.62099862877794199,0.55583589935847355,0.48223249469235896,0.39773760663241464,0.29433371807343156,,,,,,,,
38580,0.012634000000000001,0.86929009364961762,0,0.55452413979574366,49.99893442621859,0.20108485948941615,49.998934426220593,49.998934426220643,49.998934426220565,49.998934426220629,49.998934426220579,49.998934426220572,49.998934426220579,49.998934426220544,49.998934426220416,49.998934426220252,49.998934426219925,49.998934426219492,49.998934426218987,,,,,,,,,0.86929009364961773,0.86526748485535399,0.85322943632181869,0.83326257383103997,0.80550180787787018,0.77011438878016991,0.72727319448047723,0.67711202422045003,0.6196466431063764,0.55462113265404767,0.48116234388422696,0.3968124664304708,0.29352406028014189,,,,,,,,
38640,0.012632000000000001,0.86736929106441629,0,0.55337784402724877,49.998934426218803,0.20058123070352529,49.998934426220551,49.998934426220522,49.998934426220529,49.99893442622048,49.99893442622043,49.998934426220345,49.99893442622021,49.998934426220025,49.998934426219776,49.998934426219513,49.998934426219257,49.99893442621908,49.998934426218995,,,,,,,,,0.86736929106441618,0.86335634418640328,0.85134714358021057,0.83142790380582954,0.80373285705411501,0.76842831715953175,0.72568597519355138,0.67563819048606355,0.61829899586501502,0.55341028750408805,0.4800956705826866,0.39589033031851073,0.29271680081334389,,,,,,,,
38700,0.012630000000000001,0.86545456789974518,0,0.55223518816962536,49.998934426222782,0.20007926965450359,49.998934426220352,49.998934426220345,49.998934426220323,49.998934426220266,49.99893442622016,49.998934426220032,49.998934426219868,49.998934426219712,49.998934426219471,49.998934426219321,49.998934426219279,49.998934426219627,49.998934426220949,,,,,,,,,0.86545456789974518,0.86145125312236503,0.84947081145490921,0.82959904760507353,0.80196951772887615,0.76674760233624883,0.72410380968159904,0.6741690641424366,0.61695567201851875,0.55220335007871324,0.47903246236700942,0.394971188497722,0.29191193337476601,,,,,,,,
38760,0.012628,0.86354590358940109,0,0.5510961607010435,49.99893442622561,0.19957897555249354,49.998934426220096,49.998934426220131,49.998934426220053,49.998934426220018,49.998934426220039,49.998934426220032,49.99893442622021,49.998934426220437,49.998934426220963,49.998934426221851,49.998934426223087,49.998934426224572,49.998934426225624,,,,,,,,,0.86354590358940109,0.85955219118967718,0.84760041974910705,0.8277759854896336,0.80021177079740458,0.76507222601266633,0.72252668062128445,0.67270462898708461,0.61561665656797138,0.55100030660157751,0.47797270695696437,0.39405503129307168,0.29110945138061028,,,,,,,,
38820,0.012626,0.86164327763349335,0,0.54996075010193946,49.99893442622345,0.19908034717867282,49.99893442622021,49.998934426220245,49.998934426220281,49.998934426220401,49.998934426220572,49.998934426220877,49.998934426221254,49.998934426221702,49.998934426222199,49.998934426222739,49.998934426223265,49.998934426223613,49.998934426223684,,,,,,,,,0.86164327763349324,0.85765913798085736,0.84573594833141397,0.82595869778484887,0.79845959721834614,0.76340216995309262,0.72095457074776959,0.67124486886718848,0.61428193455441682,0.54980114335813246,0.47691639220488669,0.39314184912219613,0.29030934799263047,,,,,,,,
38880,0.012624,0.85974666959704382,0,0.54882894485792066,49.998934426219023,0.19858338295921932,49.998934426220799,49.998934426220806,49.99893442622092,49.998934426221048,49.998934426221254,49.998934426221439,49.998934426221716,49.998934426221929,49.998934426222092,49.998934426222085,49.998934426221851,49.998934426221268,49.998934426220139,,,,,,,,,0.85974666959704371,0.85577207315311232,0.84387737713451338,0.82414716487923201,0.79671297801245766,0.76173741598236222,0.71938746285294863,0.66978976767842324,0.61295149106133862,0.54860584669969115,0.475863506083192,0.39223163247041076,0.28951161615284082,,,,,,,,
38940,0.012622000000000001,0.85785605910991203,0,0.54770073346223491,49.998934426227258,0.19808808101655725,49.99893442622129,49.99893442622129,49.998934426221332,49.998934426221417,49.998934426221453,49.998934426221531,49.998934426221609,49.998934426221659,49.998934426221759,49.998934426222007,49.99893442622254,49.998934426223641,49.998934426225553,,,,,,,,,0.85785605910991203,0.85389097642827361,0.84202468615510906,0.82234136722444362,0.79497189426253612,0.76007794598555289,0.7178253397848583,0.66833930936502628,0.61162531121767438,0.54741440304672739,0.47481403667449651,0.39132437187316055,0.28871624860825579,,,,,,,,
39000,0.012620000000000001,0.85597142586630914,0,0.54657610441779192,49.998934426223023,0.19759443921201525,49.998934426221517,49.998934426221503,49.998934426221574,49.998934426221638,49.998934426221737,49.998934426221865,49.998934426222107,49.998934426222419,49.998934426222789,49.998934426223286,49.998934426223705,49.998934426223933,49.998934426223613,,,,,,,,,0.85597142586630914,0.85201582759231709,0.84017785545347057,0.8205412853348476,0.79323632711293335,0.75842374190731576,0.71626818444686058,0.66689347791983045,0.6103033802002733,0.54622679889038539,0.47376797216184496,0.39042005790275458,0.28792323793304264,,,,,,,,
39060,0.012618000000000001,0.85409274962770854,0,0.54545504623970431,49.998934426223038,0.19710245517242117,49.998934426221858,49.998934426221894,49.998934426221922,49.998934426222007,49.998934426222149,49.998934426222334,49.99893442622254,49.998934426222718,49.998934426222867,49.998934426223002,49.998934426223094,49.998934426223151,49.998934426223165,,,,,,,,,0.85409274962770854,0.85014660649826412,0.83833686515630479,0.81874689979031645,0.79150625777218975,0.7567747857541598,0.714715979799603,0.66545225738691061,0.60898568323860403,0.54504302079620859,0.47272530082283304,0.3895186811579831,0.28713257654112068,,,,,,,,
39120,0.012616,0.85222001021836347,0,0.54433754745604324,49.998934426221012,0.19661212633307645,49.998934426222228,49.998934426222228,49.998934426222263,49.99893442622237,49.998934426222441,49.99893442622254,49.998934426222647,49.998934426222718,49.998934426222867,49.998934426222881,49.998934426222803,49.998934426222512,49.998934426221815,,,,,,,,,0.85222001021836336,0.84828329306173067,0.83650169545237696,0.81695819123194613,0.7897816675088114,0.75513105959028815,0.71316870885728201,0.66401563185922774,0.60767220561374802,0.54386305539972701,0.47168601101652508,0.38862023225635445,0.28634425671305042,,,,,,,,
39180,0.012614,0.85035318752636613,0,0.54322359660938757,49.998934426220949,0.19612344995620085,49.998934426222462,49.998934426222469,49.99893442622249,49.998934426222498,49.998934426222519,49.998934426222526,49.998934426222512,49.998934426222412,49.998934426222242,49.998934426221929,49.998934426221574,49.998934426221169,49.998934426220906,,,,,,,,,0.85035318752636602,0.84642586726197822,0.83467232659355506,0.81517514036305794,0.78806253765216161,0.75349254553831468,0.71162635468837387,0.66258358548010599,0.60636293266081087,0.54268688940694187,0.47065009117800433,0.38772470182882374,0.28555827060648464,,,,,,,,
39240,0.012612,0.84849226150704093,0,0.5421131822590477,49.998934426224622,0.19563642314450888,49.998934426222469,49.998934426222462,49.998934426222455,49.998934426222419,49.998934426222412,49.998934426222341,49.998934426222306,49.998934426222313,49.998934426222405,49.99893442622259,49.998934426223002,49.998934426223599,49.998934426224309,,,,,,,,,0.84849226150704093,0.84457430914529974,0.83284873889814581,0.81339772795242771,0.78634884959547835,0.75185922578198516,0.71008890041830008,0.66115610244656708,0.60505784977303967,0.54151450959636083,0.46961752981452159,0.3868320805149929,0.28477461026320922,,,,,,,,
39300,0.01261,0.84663721217796584,0,0.54100629298092717,49.998934426223244,0.19515104286964746,49.998934426222405,49.998934426222426,49.998934426222405,49.998934426222384,49.998934426222448,49.998934426222448,49.998934426222469,49.998934426222498,49.998934426222512,49.998934426222462,49.998934426222398,49.998934426222391,49.998934426222668,,,,,,,,,0.84663721217796584,0.84272859882006379,0.83103091274600926,0.81162593482949263,0.78464058479117604,0.75023108256170234,0.70855632922558442,0.6597331670065345,0.60375694239905475,0.54034590281293715,0.46858831549562752,0.3859423589607659,0.28399326762882871,,,,,,,,
39360,0.012607999999999999,0.84478801962014216,0,0.5399029173687695,49.998934426223116,0.19466730598278897,49.998934426222441,49.998934426222441,49.998934426222448,49.998934426222476,49.998934426222469,49.998934426222469,49.998934426222519,49.99893442622254,49.998934426222654,49.99893442622276,49.998934426222917,49.998934426223059,49.998934426223116,,,,,,,,,0.84478801962014216,0.84088871645788066,0.8292188285797043,0.80985974188543186,0.78293772475182566,0.74860809817541918,0.70702862434289893,0.65831476346039564,0.60246019604448686,0.53918105596772303,0.46756243684955734,0.38505552781615271,0.28321423455945421,,,,,,,,
39420,0.012606000000000001,0.84294466398137191,0,0.5388030440361482,49.998934426220536,0.1941852092225349,49.99893442622249,49.998934426222498,49.99893442622249,49.998934426222512,49.998934426222561,49.998934426222569,49.998934426222576,49.998934426222618,49.998934426222583,49.998934426222448,49.998934426222206,49.998934426221744,49.998934426221076,,,,,,,,,0.84294466398137191,0.8390546422969638,0.82741246690778969,0.80809913007634848,0.78124025105313188,0.74699025498142946,0.70550576905993934,0.65690087616431436,0.60116759627523575,0.53801995603897346,0.46653988256079065,0.38417157773312133,0.28243750282618352,,,,,,,,
39480,0.012604000000000001,0.8411071254713095,0,0.53770666161580205,49.998934426226114,0.19370474923395634,49.998934426222533,49.998934426222547,49.998934426222512,49.998934426222505,49.998934426222469,49.998934426222426,49.998934426222363,49.998934426222299,49.998934426222213,49.998934426222256,49.99893442622249,49.998934426223173,49.998934426224643,,,,,,,,,0.8411071254713095,0.83722635663719935,0.82561180829995284,0.80634408041848771,0.77954814532930083,0.74537753539405771,0.70398774671971687,0.65549148952710257,0.59987912871378957,0.53686259006615411,0.46552064136310078,0.38329049936561854,0.28166306412912623,,,,,,,,
39540,0.012602,0.83927538436262594,0,0.5366137587606834,49.998934426225709,0.19322592257518423,49.998934426222469,49.998934426222462,49.998934426222476,49.998934426222476,49.99893442622249,49.998934426222526,49.998934426222647,49.998934426222839,49.998934426223158,49.998934426223641,49.998934426224224,49.998934426224871,49.998934426225432,,,,,,,,,0.83927538436262583,0.83540383984130828,0.82381683338814549,0.80459457398930545,0.77786138927402593,0.7437699218846251,0.70247454071970261,0.65408658801161623,0.59859477904026714,0.53570894514932887,0.46450470203720984,0.38241228336881333,0.28089091010199485,,,,,,,,
39600,0.0126,0.83744942099442121,0,0.53552432414583628,49.998934426224515,0.19274872572230867,49.998934426222597,49.998934426222625,49.998934426222647,49.998934426222746,49.998934426222853,49.998934426223009,49.998934426223222,49.998934426223464,49.998934426223741,49.998934426224054,49.998934426224295,49.99893442622453,49.998934426224729,,,,,,,,,0.83744942099442121,0.83358707233823448,0.82202752286989655,0.80285059193065844,0.77617996464351624,0.7421673969843795,0.70096613451484446,0.65268615613793113,0.59731453299510417,0.53455900845000603,0.46349205340944155,0.38153692039824727,0.2801210323149862,,,,,,,,
39660,0.012597666666666667,0.83562916768781692,0,0.53443833014213693,49.998934426225404,0.19227378508217405,49.998934426222945,49.998934426222966,49.998934426223023,49.998934426223101,49.998934426223222,49.998934426223343,49.998934426223492,49.998934426223641,49.998934426223812,49.998934426223975,49.998934426224089,49.998934426224075,49.998934426224096,,,,,,,,,0.83562916768781692,0.83177578302264477,0.82024299822904922,0.80111025250747214,0.77450060277359212,0.7405649347134039,0.6994553841269503,0.65128056836203718,0.59602588630517084,0.53339689369041976,0.46246262908547986,0.38063845290211978,0.27931559957993302,,,,,,,,
39720,0.012595333333333333,0.8338145574296012,0,0.53335574652582696,49.998934426224551,0.19180088698343103,49.998934426223258,49.998934426223272,49.998934426223308,49.998934426223357,49.998934426223414,49.998934426223528,49.99893442622362,49.998934426223734,49.998934426223947,49.998934426224224,49.998934426224523,49.998934426224913,49.998934426224956,,,,,,,,,0.8338145574296012,0.82997010991821374,0.81846400969556521,0.79937531704192188,0.77282646268884858,0.73896746483818254,0.69794935308685224,0.64987938751458763,0.59474129978961943,0.53223846383012463,0.46143649162026373,0.37974284742696279,0.27851245461707935,,,,,,,,
39780,0.012593,0.8320055716444672,0,0.53227655997417722,49.998934426221879,0.19132982613198135,49.998934426223485,49.998934426223485,49.998934426223535,49.998934426223578,49.998934426223691,49.998934426223727,49.998934426223812,49.998934426223869,49.998934426223805,49.998934426223691,49.998934426223421,49.998934426222974,49.998934426222306,,,,,,,,,0.8320055716444672,0.82817003453018634,0.81669053901551636,0.79764576767851048,0.77115752708479979,0.73737497075030167,0.69644802561952346,0.64848259879050829,0.59346075976637236,0.53108370649577563,0.46041363014877207,0.37885009576772288,0.27771162496301227,,,,,,,,
39840,0.012590666666666667,0.83020219181414234,0,0.53120075804641309,49.99893442622249,0.19086052982994561,49.998934426223641,49.998934426223649,49.998934426223663,49.998934426223656,49.998934426223649,49.99893442622367,49.998934426223634,49.998934426223606,49.998934426223585,49.998934426223578,49.998934426223471,49.998934426223279,49.998934426222881,,,,,,,,,0.83020219181414234,0.8263755384206759,0.81492256799131968,0.79592158661712598,0.76949377871090718,0.73578743589363982,0.69495138600116013,0.64709018743644453,0.59218425260640339,0.52993260936426623,0.45939403388325389,0.37796019191230668,0.27691310623271781,,,,,,,,
39900,0.012588333333333333,0.82840439947726896,0,0.53012832871452575,49.998934426220437,0.19039295583925706,49.998934426223641,49.998934426223641,49.99893442622362,49.998934426223606,49.998934426223585,49.998934426223549,49.998934426223457,49.998934426223315,49.998934426223109,49.998934426222753,49.998934426222341,49.998934426221787,49.998934426221112,,,,,,,,,0.82840439947726885,0.82458660320854094,0.81316007848160021,0.7942027561128937,0.76783520037046682,0.73420484376434969,0.69345941855928495,0.64570213875078741,0.5909117647331914,0.52878516016369026,0.45837769223592434,0.37707313094523959,0.27611688457561012,,,,,,,,
39960,0.012586,0.82661217622927652,0,0.52905926020933058,49.998934426221751,0.18992707525068914,49.998934426223521,49.998934426223506,49.998934426223443,49.998934426223421,49.998934426223315,49.99893442622318,49.998934426223016,49.998934426222782,49.998934426222547,49.998934426222291,49.998934426222121,49.998934426221986,49.998934426221858,,,,,,,,,0.82661217622927652,0.82280321056925498,0.81140305240105048,0.7924892584760358,0.76618177492049422,0.73262717791084397,0.69197210767282669,0.6443184380836281,0.58964328262230103,0.52764134668232154,0.45736459492457843,0.37618890766790258,0.27532294400415985,,,,,,,,
40020,0.012583666666666667,0.82482550372229035,0,0.52799354094566042,49.998934426219044,0.18946286637506768,49.998934426223222,49.998934426223208,49.998934426223187,49.998934426223116,49.998934426223016,49.998934426222853,49.998934426222725,49.998934426222526,49.998934426222306,49.998934426221986,49.998934426221538,49.998934426220821,49.998934426219748,,,,,,,,,0.82482550372229047,0.82102534223480572,0.80965147172032093,0.79078107607175607,0.76453348527165566,0.73105442193380843,0.69048943777220384,0.64293907083671398,0.58837879280170224,0.52650115678686626,0.45635473196323817,0.37530751605814627,0.27453126841907399,,,,,,,,
40080,0.012581333333333333,0.82304436366488043,0,0.52693115947915503,49.998934426218995,0.1890003119256565,49.99893442622291,49.998934426222881,49.998934426222839,49.998934426222789,49.998934426222654,49.998934426222455,49.998934426222249,49.998934426221979,49.998934426221659,49.998934426221325,49.998934426220949,49.998934426220444,49.998934426219726,,,,,,,,,0.82304436366488043,0.81925297999344637,0.8079053184657643,0.78907819131999812,0.7628903143880631,0.7294865594860851,0.6890113933392551,0.64156402246329614,0.58711828185343717,0.52536457844092099,0.45534809357512318,0.37442894922321879,0.27374184218032183,,,,,,,,
40140,0.012579,0.82126873782218068,0,0.52587210447944388,49.998934426222448,0.1885393975298755,49.998934426222526,49.998934426222498,49.998934426222455,49.998934426222348,49.998934426222199,49.998934426222057,49.998934426221815,49.998934426221602,49.998934426221368,49.998934426221233,49.998934426221254,49.998934426221581,49.998934426222164,,,,,,,,,0.82126873782218057,0.81748610568980895,0.80616457471954273,0.78738058669554989,0.76125224528741464,0.72792357427287613,0.68753795890746461,0.64019327846844387,0.5858617364172175,0.52423159971557265,0.45434467009258628,0.37355319951922855,0.27295465023855675,,,,,,,,
40200,0.012576666666666667,0.81949860801552399,0,0.52481636471122428,49.99893442622696,0.18808011083934764,49.998934426222135,49.998934426222156,49.998934426222114,49.998934426222007,49.998934426221922,49.998934426221858,49.998934426221815,49.998934426221872,49.998934426222036,49.998934426222398,49.998934426223101,49.99893442622426,49.998934426225915,,,,,,,,,0.81949860801552388,0.815724701224537,0.80442922261926197,0.78568824472769783,0.75961926104070032,0.72636545005151576,0.6860691190617817,0.63882682440925875,0.584609143194326,0.52310220878825453,0.45334445187571282,0.37268025870899107,0.27216967811731191,,,,,,,,
40260,0.012574333333333333,0.81773395612249145,0,0.52376392902140334,49.998934426222441,0.18762244098272188,49.998934426222007,49.998934426222021,49.99893442622205,49.99893442622205,49.998934426222121,49.998934426222242,49.99893442622237,49.998934426222526,49.998934426222689,49.998934426222753,49.998934426222661,49.998934426222363,49.998934426222199,,,,,,,,,0.81773395612249133,0.81396874855433332,0.80269924435801254,0.78400114800027909,0.75799134477228847,0.72481217063160674,0.68460485843881924,0.637464645895778,0.5833604889514431,0.52197639393393647,0.45234742925733507,0.37181011810049736,0.27138691185717251,,,,,,,,
