time_s,radius_m,max_C,max_radius_m,mean_C,T_surface_C,C_surface,T_r0.0cm_C,T_r0.1cm_C,T_r0.2cm_C,T_r0.3cm_C,T_r0.4cm_C,T_r0.5cm_C,T_r0.6cm_C,T_r0.7cm_C,T_r0.8cm_C,T_r0.9cm_C,T_r1.0cm_C,T_r1.1cm_C,T_r1.2cm_C,T_r1.3cm_C,T_r1.4cm_C,T_r1.5cm_C,T_r1.6cm_C,T_r1.7cm_C,T_r1.8cm_C,T_r1.9cm_C,T_r2.0cm_C,C_r0.0cm,C_r0.1cm,C_r0.2cm,C_r0.3cm,C_r0.4cm,C_r0.5cm,C_r0.6cm,C_r0.7cm,C_r0.8cm,C_r0.9cm,C_r1.0cm,C_r1.1cm,C_r1.2cm,C_r1.3cm,C_r1.4cm,C_r1.5cm,C_r1.6cm,C_r1.7cm,C_r1.8cm,C_r1.9cm,C_r2.0cm
90120,0.012030000000000001,0.27207677149238496,0,0.19740440239912305,49.998934426227663,0.065421552900708016,49.998934426225006,49.99893442622502,49.998934426224999,49.998934426224963,49.99893442622492,49.998934426224906,49.998934426224878,49.998934426224814,49.998934426224793,49.998934426224885,49.99893442622529,49.998934426226342,49.998934426227628,,,,,,,,,0.27207677149238496,0.27119250108145404,0.26853391315908615,0.2640823905508074,0.25780225830101039,0.24963237695833365,0.23947063680836067,0.227144718104757,0.21235264917243771,0.19452579688720792,0.1724426297247183,0.14265453969094163,0.07484952150730674,,,,,,,,
90180,0.012030000000000001,0.27187891966420324,0,0.19728135117371731,49.998934426228836,0.065393251730393939,49.998934426224949,49.998934426224956,49.998934426224942,49.99893442622497,49.998934426224984,49.998934426225063,49.998934426225176,49.998934426225382,49.998934426225695,49.998934426226199,49.998934426226981,49.998934426227926,49.9989344262288,,,,,,,,,0.27187891966420324,0.27099565034691026,0.26834006218727108,0.26389352833510105,0.25762036084831369,0.24945940953572079,0.23930856616851834,0.2269955429900698,0.21221846694213617,0.19440895121900625,0.17234608041333893,0.14258309681926545,0.074820328326615324,,,,,,,,
90240,0.012030000000000001,0.27168145036669644,0,0.19715852555855434,49.99893442622686,0.065365010626118145,49.998934426225119,49.998934426225127,49.99893442622519,49.998934426225247,49.998934426225389,49.998934426225588,49.998934426225794,49.998934426226036,49.998934426226299,49.998934426226576,49.998934426226846,49.998934426227017,49.998934426226874,,,,,,,,,0.27168145036669644,0.27079917991958669,0.26814658487163268,0.26370502875328683,0.25743881072419827,0.2492867699635373,0.23914679984298762,0.22684664468499768,0.21208453005731986,0.19429231529110302,0.17224970043091134,0.14251177574793933,0.074791184126032764,,,,,,,,
90300,0.012030000000000001,0.2714843625406666,0,0.19703592504968093,49.998934426224714,0.065336835089046016,49.998934426225503,49.998934426225517,49.998934426225553,49.998934426225667,49.998934426225759,49.998934426225944,49.998934426226107,49.99893442622637,49.99893442622659,49.998934426226832,49.998934426226775,49.998934426226185,49.99893442622475,,,,,,,,,0.2714843625406666,0.27060308874698846,0.26795348017970322,0.26351689080600482,0.25725760697509359,0.24911445734615095,0.23898533700560823,0.22669802244384851,0.2119508378636599,0.19417588855180021,0.17215348933815522,0.14244057613153324,0.0747620940381344,,,,,,,,
90360,0.012030000000000001,0.27128765513058439,0,0.19691354911143952,49.998934426225816,0.065308727962531732,49.998934426225851,49.998934426225894,49.998934426225873,49.998934426225979,49.998934426226015,49.998934426226093,49.998934426226164,49.998934426226171,49.998934426226171,49.998934426226164,49.998934426226178,49.998934426226135,49.998934426225809,,,,,,,,,0.27128765513058439,0.27040737578026608,0.26776074708258779,0.26332911349734622,0.25707674865071312,0.2489424707910039,0.23882417683304777,0.22654967552348915,0.21181738970908665,0.1940596704512243,0.17205744669697859,0.14236949760466744,0.074733060790790645,,,,,,,,
90420,0.012030000000000001,0.27109132708460432,0,0.19679139719085931,49.998934426227557,0.065280690866427918,49.998934426226022,49.998934426226072,49.998934426226022,49.998934426226079,49.998934426226043,49.998934426226093,49.9989344262261,49.998934426226079,49.998934426226043,49.998934426226029,49.998934426226107,49.998934426226434,49.998934426227486,,,,,,,,,0.27109132708460432,0.27021203997422788,0.26756838455497661,0.26314169583486757,0.25689623480406848,0.24877080940862489,0.2386633185048134,0.22640160318335487,0.21168418494379357,0.19394366044132699,0.1719615720704071,0.14229853978906132,0.074704085974217682,,,,,,,,
90480,0.012030000000000001,0.27089537735452096,0,0.19666946872488561,49.998934426226825,0.065252724777608323,49.998934426226072,49.998934426226079,49.99893442622605,49.998934426226086,49.9989344262261,49.998934426226128,49.998934426226157,49.998934426226199,49.998934426226199,49.998934426226235,49.998934426226235,49.998934426226278,49.998934426226789,,,,,,,,,0.27089537735452096,0.27001708028729898,0.26737639157510418,0.26295463682954889,0.2567160644914297,0.24859947231259324,0.23850276120321914,0.22625380468542022,0.21155122292020748,0.1938278579758578,0.1718658650223843,0.14222770230378556,0.074675170570527236,,,,,,,,
90540,0.012030000000000001,0.27069980489575851,0,0.19654776314429478,49.998934426227741,0.06522483029656953,49.998934426226121,49.998934426226128,49.998934426226143,49.998934426226171,49.998934426226185,49.998934426226327,49.998934426226462,49.998934426226732,49.998934426227116,49.99893442622772,49.998934426228423,49.998934426228807,49.998934426227819,,,,,,,,,0.27069980489575851,0.26982249568150996,0.26718476712473815,0.26276793549578553,0.25653623677231591,0.24842845861952989,0.23834250411337923,0.2261062792941918,0.21141850299297799,0.19371226251035359,0.17177032511751159,0.14215698477287911,0.074646315201660499,,,,,,,,
90600,0.012030000000000001,0.27050460866737935,0,0.19642627987606986,49.998934426230058,0.065197007787887618,49.998934426226356,49.998934426226391,49.998934426226441,49.998934426226526,49.998934426226633,49.998934426226867,49.99893442622713,49.998934426227457,49.998934426227819,49.99893442622831,49.998934426228836,49.998934426229461,49.998934426230029,,,,,,,,,0.27050460866737935,0.26962828512250492,0.26699351018918782,0.2625815908513936,0.25635675070950298,0.24825776744910549,0.23818254642321407,0.22595902627671322,0.21128602451897849,0.19359687350213448,0.17167495192081253,0.14208638682958508,0.07461752026181849,,,,,,,,
90660,0.012030000000000001,0.2703097876320959,0,0.19630501834493447,49.998934426233262,0.06516925746040253,49.998934426226811,49.998934426226846,49.998934426226896,49.998934426227031,49.99893442622718,49.998934426227443,49.998934426227713,49.998934426228075,49.998934426228523,49.998934426229177,49.998934426230008,49.99893442623123,49.99893442623317,,,,,,,,,0.2703097876320959,0.2694344475795542,0.26680261975731562,0.26239560191762346,0.25617760536903494,0.24808739792404963,0.23802288732346075,0.22581204490257412,0.21115378685731032,0.19348169041029556,0.17157974499759912,0.14201590811795967,0.074588785993838322,,,,,,,,
90720,0.012030000000000001,0.27011534075609395,0,0.196183977974415,49.998934426228836,0.065141579419654039,49.998934426227365,49.998934426227429,49.99893442622745,49.998934426227613,49.998934426227777,49.998934426228082,49.998934426228374,49.998934426228722,49.998934426229013,49.998934426229233,49.998934426229283,49.998934426229049,49.998934426228814,,,,,,,,,0.27011534075609395,0.26924098202537833,0.26661209482136583,0.26220996771899252,0.25599879982006496,0.24791734917000435,0.23786352600753746,0.22566533444378634,0.21102178936919164,0.19336671269560426,0.1714847039134472,0.1419455482923655,0.074560112539646423,,,,,,,,
90780,0.012030000000000001,0.26992126700923946,0,0.19606315818750403,49.998934426229241,0.065113973693263855,49.998934426227926,49.998934426227976,49.998934426228011,49.998934426228139,49.998934426228239,49.998934426228459,49.998934426228637,49.998934426228878,49.998934426229077,49.998934426229319,49.998934426229503,49.998934426229582,49.998934426229255,,,,,,,,,0.26992126700923946,0.26904788743635361,0.26642193437716516,0.26202468728347927,0.25582033313504066,0.24774762031569703,0.23770446167170331,0.22551889417492746,0.21089003141807902,0.19325193982057484,0.17138982823431381,0.1418753070172612,0.074531499964653136,,,,,,,,
90840,0.012030000000000001,0.26972756536497827,0,0.19594255840721075,49.998934426231358,0.065086440254051761,49.998934426228345,49.998934426228381,49.998934426228395,49.998934426228466,49.998934426228551,49.998934426228651,49.998934426228793,49.998934426228921,49.998934426228985,49.998934426229134,49.998934426229368,49.998934426229944,49.99893442623128,,,,,,,,,0.26972756536497827,0.26885516279241195,0.26623213742402474,0.26183975964243023,0.25564220438961488,0.24757821049285625,0.23754569351498098,0.22537272337307052,0.21075851236960275,0.1931373712493939,0.17129511752670254,0.14180518396577518,0.07450294828029802,,,,,,,,
90900,0.012030000000000001,0.26953423480018945,0,0.19582217805691182,49.998934426230321,0.065058979035069575,49.998934426228601,49.998934426228629,49.998934426228615,49.998934426228672,49.998934426228679,49.998934426228772,49.998934426228793,49.998934426228836,49.998934426228828,49.998934426228814,49.998934426228779,49.998934426228942,49.998934426230235,,,,,,,,,0.26953423480018945,0.26866280707689638,0.26604270296459809,0.26165518383042041,0.25546441266251374,0.24740911883608993,0.23738722073904467,0.22522682131768099,0.21062723159147351,0.19302300644782827,0.1712005713578309,0.14173517881826267,0.074474457458703958,,,,,,,,
90960,0.012030000000000001,0.26934127429538718,0,0.19570201656066924,49.998934426228672,0.065031589937252707,49.998934426228736,49.99893442622875,49.998934426228722,49.998934426228743,49.99893442622875,49.99893442622885,49.998934426228878,49.998934426228956,49.998934426228992,49.998934426229049,49.998934426229049,49.998934426228928,49.998934426228686,,,,,,,,,0.26934127429538718,0.26847081927676031,0.26585363000507739,0.26147095888544453,0.25528695703571824,0.24724034448305429,0.23722904254837537,0.2250811872907566,0.21049618845359966,0.19290884488329579,0.17110618929589125,0.14166529126159438,0.074446027440123838,,,,,,,,
91020,0.012030000000000001,0.2691486828346224,0,0.19558207334344235,49.998934426227088,0.065004272837543536,49.998934426228821,49.998934426228836,49.998934426228836,49.998934426228857,49.998934426228857,49.998934426228899,49.998934426228935,49.998934426228963,49.998934426228942,49.998934426228928,49.998934426228807,49.998934426228374,49.99893442622713,,,,,,,,,0.2691486828346224,0.26827919838247016,0.26566491755509775,0.26128708384882393,0.25510983659437575,0.2470718865743721,0.23707115815018617,0.22493582057675823,0.21036538232802238,0.1927948860248048,0.17101197091023165,0.14159552098796596,0.074417658140967957,,,,,,,,
91080,0.012030000000000001,0.26895645940533724,0,0.19546234783121202,49.998934426233802,0.064977027594654832,49.998934426228885,49.998934426228899,49.998934426228892,49.998934426228871,49.998934426228907,49.998934426228935,49.998934426228971,49.99893442622912,49.998934426229283,49.998934426229717,49.998934426230498,49.99893442623182,49.998934426233738,,,,,,,,,0.26895645940533724,0.26808794338786202,0.2654765646275955,0.26110355776506933,0.25493305042667042,0.24690374425351069,0.23691356675430963,0.22479072046250767,0.21023481258882182,0.19268112934287981,0.17091791577147059,0.14152586769390546,0.074389349459467444,,,,,,,,
91140,0.012030000000000001,0.26876460299859972,0,0.19534283945119693,49.998934426230996,0.064949854051878655,49.998934426228992,49.998934426229027,49.998934426229042,49.998934426229084,49.99893442622917,49.99893442622929,49.99893442622944,49.99893442622956,49.998934426229674,49.998934426229816,49.998934426229958,49.998934426230285,49.99893442623096,,,,,,,,,0.26876460299859972,0.26789705329037256,0.26528857023903646,0.26092037968210291,0.25475659762403224,0.24673591666697894,0.23675626757337886,0.22464588623734921,0.21010447861225151,0.19256757430966454,0.17082402345174164,0.14145633107983482,0.074361101278424047,,,,,,,,
91200,0.012030000000000001,0.26857311260881706,0,0.19522354763185903,49.998934426232175,0.064922752041029527,49.998934426229241,49.99893442622929,49.998934426229297,49.99893442622934,49.998934426229411,49.998934426229539,49.998934426229695,49.998934426229887,49.998934426230164,49.998934426230555,49.998934426230981,49.998934426231507,49.99893442623214,,,,,,,,,0.26857311260881706,0.26770652709075593,0.26510093340913721,0.26073754865098664,0.25458047728088179,0.24656840296408722,0.23659925982260657,0.22450131719294958,0.20997437977656114,0.19245422039879787,0.17073029352468294,0.14138691084922619,0.074332913469144835,,,,,,,,
91260,0.012030000000000001,0.26838198723402151,0,0.19510447180311008,49.998934426228885,0.064895721383973301,49.998934426229525,49.998934426229567,49.998934426229596,49.998934426229674,49.998934426229773,49.998934426229951,49.998934426230171,49.998934426230456,49.998934426230782,49.998934426231123,49.998934426231344,49.998934426231031,49.998934426228999,,,,,,,,,0.26838198723402151,0.2675163637933673,0.26491365316114257,0.26055506372619297,0.25440468849488534,0.24640120229718748,0.23644254272000609,0.22435701262349519,0.20984451546216037,0.19234106708555218,0.17063672556566811,0.14131760670834148,0.074304785892929673,,,,,,,,
91320,0.012030000000000001,0.26819122587558569,0,0.19498561139626913,49.998934426229127,0.064868761895104154,49.998934426229901,49.998934426229923,49.998934426229958,49.998934426230022,49.998934426230086,49.998934426230178,49.9989344262302,49.998934426230186,49.998934426230015,49.998934426229752,49.998934426229383,49.99893442622907,49.998934426229091,,,,,,,,,0.26819122587558569,0.26732656240587999,0.26472672852154988,0.26037292396533607,0.25422923036670086,0.24623431382143462,0.23628611548617129,0.2242129718254923,0.20971488505144376,0.19222811384671934,0.1705433191517336,0.14124841836564647,0.074276718403545383,,,,,,,,
91380,0.012030000000000001,0.26800082753829207,0,0.19486696584414825,49.99893442623177,0.06484187338248433,49.998934426230072,49.998934426230086,49.998934426230086,49.998934426230072,49.998934426230058,49.998934426230079,49.998934426230093,49.998934426230178,49.998934426230299,49.998934426230598,49.998934426231038,49.998934426231571,49.998934426231763,,,,,,,,,0.26800082753829207,0.26713712193935391,0.26454015852017509,0.26019112842923792,0.25405410200003958,0.24606773669484464,0.23612997734433014,0.2240691940978142,0.2095854879288275,0.19211536016065628,0.17045007386165686,0.1411793455315728,0.074248710848353272,,,,,,,,
91440,0.012030000000000001,0.26781079123046642,0,0.19474853458116945,49.998934426233646,0.064815055648859254,49.998934426230115,49.998934426230143,49.99893442623015,49.99893442623015,49.998934426230207,49.998934426230285,49.998934426230356,49.998934426230505,49.998934426230726,49.998934426231145,49.998934426231806,49.998934426232722,49.998934426233603,,,,,,,,,0.26781079123046642,0.26694804140836909,0.26435394219028391,0.26000967618205323,0.25387930250178631,0.2459014700784079,0.23597412752044733,0.2239256787417917,0.20945632348082358,0.19200280550736853,0.1703569892760593,0.1411103879183126,0.074220763069317214,,,,,,,,
91500,0.012030000000000001,0.26762111596373506,0,0.19463031704329536,49.998934426227613,0.064788308492879504,49.998934426230299,49.998934426230328,49.998934426230328,49.998934426230413,49.998934426230456,49.998934426230605,49.998934426230747,49.998934426230839,49.998934426230868,49.998934426230733,49.998934426230285,49.998934426229376,49.998934426227677,,,,,,,,,0.26762111596373506,0.26675931983078427,0.26416807856835461,0.25982856629104129,0.25370483098178181,0.24573551313588371,0.23581856524303763,0.22378242506104284,0.20932739109589329,0.19189044936841571,0.17026406497729471,0.14104154523951004,0.074192874904230724,,,,,,,,
91560,0.012030000000000001,0.26743180075318274,0,0.19451231266814048,49.998934426227166,0.064761631709657375,49.998934426230512,49.998934426230527,49.99893442623052,49.998934426230512,49.998934426230477,49.998934426230448,49.998934426230306,49.998934426230058,49.998934426229688,49.998934426229212,49.998934426228594,49.998934426227905,49.998934426227173,,,,,,,,,0.26743180075318274,0.26657095622789329,0.26398256669423203,0.25964779782671504,0.25353068655296374,0.24556986503393524,0.23566328974328657,0.22363943236158024,0.20919869016453832,0.1917782912270054,0.17017130054953875,0.14097281721017099,0.074165046187255751,,,,,,,,
91620,0.012030000000000001,0.26724284461723619,0,0.19439452089494708,49.998934426228345,0.064735025091489318,49.99893442623037,49.99893442623037,49.998934426230299,49.998934426230221,49.998934426230079,49.998934426229965,49.998934426229766,49.998934426229603,49.998934426229411,49.998934426229241,49.998934426229006,49.998934426228651,49.998934426228317,,,,,,,,,0.26724284461723619,0.26638294962430975,0.26379740561101495,0.25946736986273122,0.25335686833126475,0.2454045249420303,0.23550830025496067,0.2234966999517298,0.20907022007923004,0.19166633056795784,0.17007869557872524,0.14090420354648633,0.074137276749660058,,,,,,,,
91680,0.012030000000000001,0.26705424657767507,0,0.19427694116461686,49.9989344262302,0.064708488428338234,49.998934426230036,49.998934426230029,49.998934426229958,49.998934426229901,49.998934426229759,49.998934426229681,49.998934426229546,49.998934426229383,49.998934426229226,49.99893442622917,49.998934426229198,49.998934426229482,49.998934426230164,,,,,,,,,0.26705424657767507,0.26619529904797812,0.26361259436506557,0.25928728147590041,0.25318337543561908,0.24523949203245141,0.23535359601441566,0.22335422714213451,0.20894198023441563,0.19155456687772868,0.16998624965254444,0.14083570396574058,0.074109566420290221,,,,,,,,
91740,0.012030000000000001,0.26686600565972973,0,0.19415957291978481,49.998934426230903,0.064682021508216628,49.998934426229752,49.998934426229773,49.99893442622971,49.99893442622966,49.998934426229603,49.998934426229575,49.998934426229546,49.998934426229532,49.998934426229596,49.998934426229752,49.998934426230022,49.998934426230406,49.998934426230875,,,,,,,,,0.26686600565972973,0.2660080035302701,0.2634281320061051,0.25910753174627948,0.25301020698805293,0.24507476548037735,0.23519917626067094,0.22321201324582127,0.20881397002657551,0.19144299964447578,0.16989396236047966,0.14076731818625501,0.074081915025958803,,,,,,,,
91800,0.012030000000000001,0.26667812089183496,0,0.19404241560471486,49.998934426228701,0.064655624117664595,49.998934426229653,49.998934426229681,49.998934426229653,49.99893442622966,49.998934426229681,49.998934426229752,49.99893442622983,49.998934426229965,49.998934426230072,49.998934426230221,49.998934426230171,49.998934426229646,49.998934426228708,,,,,,,,,0.26667812089183496,0.2658210621057413,0.2632440175869748,0.25892811975694019,0.25283736211346308,0.24491034446367752,0.23504504023521994,0.22307005757802975,0.20868618885408011,0.19133162835795281,0.16980183329366585,0.14069904592725554,0.074054322391918476,,,,,,,,
91860,0.012030000000000001,0.26649059130585101,0,0.19392546866542987,49.998934426228779,0.064629296041941606,49.998934426229752,49.998934426229781,49.998934426229752,49.998934426229788,49.998934426229809,49.998934426229845,49.998934426229901,49.998934426229951,49.998934426230001,49.998934426230029,49.99893442622993,49.998934426229532,49.998934426228786,,,,,,,,,0.26649059130585101,0.26563447381234873,0.26306025016384993,0.25874904459417636,0.25266483993981431,0.24474622816309619,0.23489118718219912,0.22292835945636175,0.20855863611732026,0.19122045250963396,0.16970986204498401,0.14063088690888476,0.074026788342056365,,,,,,,,
91920,0.012030000000000001,0.26630341593691575,0,0.19380873154965231,49.998934426229297,0.064603037065343122,49.998934426229837,49.99893442622988,49.998934426229845,49.998934426229845,49.99893442622983,49.998934426229823,49.998934426229795,49.998934426229773,49.998934426229688,49.998934426229688,49.998934426229667,49.998934426229695,49.998934426229319,,,,,,,,,0.26630341593691575,0.26544823769130654,0.26287682879609686,0.25857030534736569,0.25249263959800877,0.24458241576212991,0.23473761634827453,0.22278691820067975,0.20843131121862335,0.19110947159265376,0.16961804820896745,0.14056284085212384,0.073999312699212921,,,,,,,,
91980,0.012030000000000001,0.26611659382347652,0,0.19369220370683393,49.998934426227791,0.06457684697140699,49.998934426229823,49.998934426229845,49.998934426229795,49.998934426229802,49.998934426229766,49.998934426229766,49.998934426229759,49.998934426229781,49.998934426229752,49.998934426229738,49.998934426229553,49.99893442622902,49.998934426227827,,,,,,,,,0.26611659382347652,0.26526235278711563,0.26269375254630351,0.25839190110899934,0.25232076022191252,0.24441890644705294,0.23458432698266488,0.22264573313312572,0.20830421356227335,0.19099868510183329,0.16952639138179773,0.14049490747877066,0.073971895285385503,,,,,,,,
92040,0.012030000000000001,0.26593012400723703,0,0.19357588458814029,49.99893442622605,0.064550725543105328,49.998934426229781,49.998934426229788,49.998934426229781,49.998934426229752,49.998934426229695,49.998934426229646,49.998934426229553,49.998934426229397,49.998934426229127,49.998934426228764,49.998934426228267,49.998934426227486,49.998934426226086,,,,,,,,,0.26593012400723703,0.26507681814751155,0.26251102048022823,0.25821383097463252,0.25214920094831006,0.24425569940687369,0.23443131833710074,0.22250480357808555,0.20817734255448336,0.19088809253366446,0.1694348911612597,0.14042708651140601,0.073944535921922558,,,,,,,,
92100,0.012030000000000001,0.26574400553322508,0,0.19345977364649716,49.998934426224587,0.064524672562996169,49.998934426229631,49.998934426229617,49.998934426229582,49.998934426229503,49.998934426229383,49.998934426229248,49.998934426229042,49.998934426228757,49.998934426228359,49.998934426227798,49.998934426226931,49.998934426225787,49.998934426224601,,,,,,,,,0.26574400553322508,0.26489163282353206,0.2623286316668646,0.25803609404294692,0.25197796091696328,0.24409279383339041,0.23427858966587506,0.22236412886223272,0.20805069760343764,0.19077769338635273,0.16934354714675409,0.14035937767339282,0.073917234429676001,,,,,,,,
92160,0.012030000000000001,0.26555823744968976,0,0.19334387033654646,49.998934426229297,0.064498687813379627,49.998934426229248,49.998934426229233,49.998934426229148,49.998934426229035,49.998934426228857,49.998934426228615,49.998934426228359,49.998934426228047,49.998934426227713,49.998934426227493,49.998934426227414,49.998934426227805,49.998934426229219,,,,,,,,,0.26555823744968976,0.26470679586941487,0.26214658517834349,0.25785868941565632,0.25180703927052123,0.24393018892110618,0.23412614022576514,0.2222237083144589,0.20792427811923447,0.19066748715977275,0.16925235893922971,0.14029178068884057,0.07388999062915412,,,,,,,,
92220,0.012030000000000001,0.2653728188081525,0,0.19322817411468085,49.99893442623037,0.064472771076402854,49.998934426228764,49.99893442622875,49.998934426228679,49.998934426228601,49.998934426228487,49.998934426228423,49.998934426228395,49.998934426228473,49.998934426228615,49.998934426228971,49.99893442622934,49.99893442622966,49.998934426230299,,,,,,,,,0.2653728188081525,0.26452230634264784,0.26196488008998015,0.25768161619755237,0.25163643515456419,0.24376788386727058,0.23397396927606942,0.22208354126590685,0.20779808351391948,0.19055747335549972,0.16916132614118873,0.14022429528260921,0.073862804340634899,,,,,,,,
92280,0.012030000000000001,0.26518774866334494,0,0.19311268443901924,49.998934426233319,0.06444692213417387,49.998934426228587,49.998934426228608,49.998934426228594,49.998934426228601,49.998934426228644,49.998934426228743,49.99893442622885,49.998934426229063,49.998934426229354,49.998934426229816,49.998934426230541,49.998934426231664,49.998934426233262,,,,,,,,,0.26518774866334494,0.26433816330390819,0.26178351548021617,0.25750487349644813,0.25146614771754949,0.24360587787182764,0.23382207607856059,0.22194362704992873,0.20767211320145212,0.19044765147678344,0.16907044835664151,0.14015692118029033,0.073835675384272756,,,,,,,,
92340,0.012030000000000001,0.26500302607323484,0,0.19299740076942723,49.99893442623074,0.064421140768852525,49.998934426228779,49.998934426228821,49.998934426228836,49.998934426228921,49.998934426229027,49.998934426229212,49.998934426229432,49.998934426229624,49.998934426229894,49.998934426230193,49.998934426230498,49.998934426230782,49.998934426230733,,,,,,,,,0.26500302607323484,0.26415436581708746,0.26160249043064265,0.25732846042320079,0.25129617611083394,0.24344417013743813,0.23367045989750448,0.22180396500210287,0.20754636659772424,0.19033802102856559,0.16897972519110085,0.1400896581082105,0.073808603580193255,,,,,,,,
92400,0.012030000000000001,0.26481865009898281,0,0.19288232256749965,49.998934426229916,0.064395426762730662,49.998934426229148,49.998934426229198,49.998934426229191,49.99893442622929,49.998934426229383,49.998934426229539,49.998934426229695,49.998934426229852,49.998934426230008,49.998934426230122,49.998934426230186,49.998934426230157,49.998934426229923,,,,,,,,,0.26481865009898281,0.26397091294924901,0.26142180402595983,0.2571523760916723,0.25112651948863535,0.24328275986944223,0.23351911999962596,0.22166455446020442,0.2074208431205373,0.19022858151746067,0.16888915625154768,0.14002250579342082,0.073781588748571006,,,,,,,,
92460,0.012030000000000001,0.26463461980499658,0,0.19276744929659628,49.998934426228601,0.064369779898303905,49.998934426229454,49.998934426229475,49.998934426229468,49.998934426229532,49.998934426229575,49.998934426229653,49.998934426229681,49.998934426229695,49.998934426229631,49.998934426229539,49.998934426229376,49.998934426229134,49.998934426228608,,,,,,,,,0.26463461980499658,0.26378780377068189,0.26124145535402921,0.25697661961877977,0.25095717700808129,0.24312164627590543,0.23336805565415078,0.2215253947642426,0.20729554218963828,0.19011933245178717,0.16879874114644053,0.13995546396371017,0.073754630709703825,,,,,,,,
92520,0.012030000000000001,0.26445093425878735,0,0.19265278042176842,49.998934426229035,0.064344199958323495,49.998934426229575,49.998934426229603,49.998934426229567,49.998934426229582,49.998934426229567,49.998934426229582,49.998934426229589,49.998934426229646,49.99893442622971,49.998934426229823,49.998934426229916,49.998934426229788,49.998934426229056,,,,,,,,,0.26445093425878735,0.26360503735475765,0.26106144350573313,0.25680119012436098,0.25078814782908027,0.24296082856749762,0.23321726613269403,0.2213864852563622,0.20717046322663643,0.19001027334149431,0.16870847948563697,0.13988853234757478,0.073727729284067248,,,,,,,,
92580,0.012030000000000001,0.26426759253108911,0,0.19253831540982869,49.998934426230292,0.064318686725864466,49.99893442622961,49.998934426229646,49.998934426229589,49.998934426229631,49.998934426229624,49.998934426229646,49.998934426229702,49.998934426229781,49.998934426229852,49.998934426230036,49.998934426230086,49.998934426229965,49.998934426230271,,,,,,,,,0.26426759253108911,0.26342261277804924,0.26088176757509235,0.25662608673128584,0.25061943111442869,0.24280030595759344,0.23306675070935198,0.22124782528092612,0.20704560565507749,0.18990140369822567,0.16861837088043558,0.13982171067424787,0.073700884292376381,,,,,,,,
92640,0.012030000000000001,0.26408459369577952,0,0.19242405372931179,49.998934426228878,0.064293239984362233,49.998934426229667,49.998934426229688,49.998934426229688,49.99893442622971,49.998934426229724,49.998934426229816,49.99893442622988,49.99893442622998,49.998934426230093,49.998934426230285,49.998934426230427,49.998934426230285,49.998934426228956,,,,,,,,,0.26408459369577952,0.26324052912025281,0.26070242665918753,0.25645130856538267,0.25045102602973934,0.24264007766220475,0.23291650866064101,0.2211094141844612,0.20692096890039952,0.18979272303527928,0.16852841494352785,0.13975499867368593,0.073674095555630523,,,,,,,,
92700,0.012030000000000001,0.26390193682989793,0,0.19230999485048872,49.998934426230598,0.064267859517665449,49.998934426229795,49.99893442622983,49.998934426229795,49.998934426229823,49.998934426229859,49.998934426229901,49.998934426229937,49.998934426229944,49.998934426229937,49.998934426230001,49.998934426230122,49.998934426230356,49.998934426230583,,,,,,,,,0.26390193682989793,0.26305878546420491,0.26052341985817795,0.25627685475545509,0.25028293174345945,0.24248014289999675,0.2327665392655108,0.22097125131567119,0.2067965523899459,0.1896842308676169,0.16843861128899587,0.13968839607657663,0.073647362895157872,,,,,,,,
92760,0.012030000000000001,0.26371962101353952,0,0.19219613824531148,49.998934426232381,0.064242545110056656,49.998934426229887,49.998934426229894,49.998934426229887,49.998934426229908,49.998934426229923,49.998934426230008,49.998934426230072,49.998934426230221,49.998934426230413,49.998934426230733,49.998934426231138,49.998934426231727,49.998934426232374,,,,,,,,,0.26371962101353952,0.26287738089577778,0.26034474627519816,0.25610272443318227,0.25011514742677327,0.24232050089219825,0.23261684180526265,0.22083333602536451,0.20667235555290364,0.18957592671180878,0.16834895953225607,0.13962190261431798,0.073620686132643665,,,,,,,,
92820,0.012030000000000001,0.26353764533005514,0,0.19208248338752698,49.998934426229454,0.064217296546310532,49.998934426230022,49.998934426230058,49.998934426230072,49.998934426230143,49.998934426230164,49.998934426230313,49.998934426230477,49.998934426230655,49.998934426230811,49.998934426230925,49.998934426230882,49.998934426230463,49.998934426229468,,,,,,,,,0.26353764533005514,0.26269631450407804,0.26016640501655219,0.25592891673330725,0.24994767225378312,0.24216115086276965,0.23246741556370348,0.22069566766659277,0.20654837782042698,0.18946781008613883,0.16825945929013672,0.13955551801907132,0.073594065090185193,,,,,,,,
92880,0.012030000000000001,0.26335600886579158,0,0.19196902975253605,49.998934426233063,0.064192113611700186,49.998934426230271,49.998934426230285,49.998934426230292,49.998934426230321,49.998934426230342,49.998934426230385,49.99893442623037,49.998934426230385,49.998934426230342,49.998934426230512,49.998934426230896,49.998934426231713,49.998934426233006,,,,,,,,,0.26335600886579158,0.2625155853811878,0.259988395191461,0.25575543079339202,0.24978050540127525,0.24200209203818421,0.23231825982694504,0.22055824559447179,0.20642461862548203,0.18935988051046668,0.1681701101807565,0.13948924202370391,0.073567499590295501,,,,,,,,
