time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
394,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999945,2.5499999999997551,2.5499999999916807,2.5499999997763481,2.5499999952616736,2.5499999209003548,2.549998958772604,2.5499891757091291,2.5499109256348587,2.5494178393558387,2.5469642228923441,2.537286331646273,2.5068326545638593,2.4295557258632519,2.2687647772675419,1.9875642281725265
395,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.549999999999994,2.5499999999997383,2.5499999999911793,2.5499999997647969,2.5499999950542884,2.549999918004108,2.5499989273572359,2.5499889113722802,2.5499092022912579,2.5494091445563742,2.5469303159210157,2.5371842271457217,2.5065952804718692,2.4291295745665926,2.2681753886306932,1.9869454770867299
396,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999932,2.54999999999972,2.5499999999906513,2.5499999997527101,2.5499999948389012,2.5499999150165817,2.5499988951514432,2.5499886418803182,2.5499074539078759,2.5494003607759126,2.5468961849034968,2.5370817500923506,2.5063575846311559,2.4287035424732482,2.2675867490743178,1.9863277238777457
397,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999927,2.549999999999701,2.5499999999900935,2.5499999997400664,2.5499999946152476,2.5499999119353931,2.5499988621396099,2.5499883671605943,2.5499056802573459,2.5493914875973087,2.5468618296490018,2.5369789014629571,2.5061195692672951,2.4282776308169565,2.2669988564990353,1.9857109646797839
398,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999923,2.549999999999681,2.5499999999895056,2.5499999997268428,2.5499999943830547,2.5499999087581116,2.5499988283059039,2.549988087139905,2.5499038811118777,2.5493825246053503,2.54682724997225,2.5368756822360159,2.5058812365936429,2.4278518408170391,2.2664117088138744,1.9850951956512106
399,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999918,2.5499999999996597,2.5499999999888856,2.5499999997130152,2.5499999941420426,2.5499999054822582,2.5499987936342801,2.5499878017444937,2.5499020562432566,2.5493734713867218,2.5467924456934568,2.5367720933917894,2.5056425888113512,2.4274261736781728,2.2658253039363814,1.984480412975457
400,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999914,2.5499999999996366,2.5499999999882323,2.5499999996985596,2.549999993891924,2.5499999021053039,2.5499987581084795,2.549987510900054,2.5499002054228588,2.5493643275300313,2.5467574166382896,2.5366681359122016,2.5054036281094354,2.4270006305906771,2.2652396397925427,1.983866612860403
401,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999905,2.5499999999996117,2.549999999987544,2.5499999996834504,2.549999993632404,2.5499998986246712,2.5499987217120248,2.5499872145317259,2.5498983284216705,2.5493550926258495,2.5467221626378183,2.5365638107806756,2.5051643566648436,2.4265752127308726,2.2646547143167264,1.9832537915374646
402,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999896,2.549999999999585,2.5499999999868188,2.5499999996676617,2.5499999933631803,2.5499998950377303,2.5499986844282208,2.5499869125641039,2.5498964250102931,2.5493457662666845,2.5466866835284834,2.5364591189821839,2.504924776642512,2.4261499212609912,2.2640705254516607,1.9826419452622244
403,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999887,2.5499999999995571,2.5499999999860554,2.5499999996511677,2.549999993083941,2.5499998913418014,2.5499986462401534,2.5499866049212363,2.5498944949589575,2.5493363480470062,2.5466509791520595,2.536354061503145,2.5046848901954175,2.4257247573294078,2.263487071148397,1.9820310703139465
404,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999878,2.5499999999995278,2.5499999999852521,2.5499999996339406,2.5499999927943673,2.5499998875341525,2.5499986071306884,2.5499862915266243,2.5498925380375335,2.5493268375632669,2.5466150493556299,2.5362486393313275,2.5044446994646177,2.4252997220708563,2.2629043493662864,1.9814211629951304
405,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499999999999874,2.5499999999994962,2.549999999984407,2.5499999996159515,2.5499999924941323,2.5499998836119988,2.5499985670824703,2.5499859723032268,2.5498905540155472,2.5493172344138983,2.5465788939915286,2.5361428534558277,2.5042042065793404,2.4248748166065028,2.2623223580729457,1.9808122196315117
406,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999994,2.5499999999999865,2.5499999999994634,2.5499999999835175,2.5499999995971696,2.5499999921829,2.549999879572503,2.5499985260779212,2.5499856471734614,2.5498885426621904,2.5493075381993244,2.5465425129173083,2.5360367048669898,2.5039634136570297,2.4244500420441284,2.2617410952442203,1.9802042365717705
407,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999994,2.5499999999999856,2.5499999999994283,2.5499999999825822,2.5499999995775644,2.5499999918603256,2.5499998754127726,2.5499984840992389,2.5499853160592054,2.5498865037463299,2.5492977485219828,2.5465059059957178,2.5359301945563204,2.5037223228033834,2.4240253994783121,2.2611605588641335,1.9795972101873009
408,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999989,2.5499999999999838,2.5499999999993914,2.5499999999815985,2.5499999995571043,2.5499999915260561,2.5499998711298626,2.5499984411283974,2.5499849788817994,2.5498844370365221,2.5492878649863151,2.5464690730946504,2.5358233235164769,2.5034809361124313,2.4236008899904808,2.2605807469248931,1.9789911368721029
409,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999825,2.5499999999993523,2.5499999999805643,2.5499999995357583,2.5499999911797291,2.5499998667207704,2.5499983971471436,2.5499846355620504,2.5498823423010233,2.5492778871987833,2.5464320140871117,2.5357160927411866,2.5032392556665868,2.4231765146490964,2.2600016574268418,1.978386013042519
410,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999816,2.5499999999993106,2.5499999999794771,2.5499999995134921,2.5499999908209725,2.5499998621824393,2.5499983521369973,2.5499842860202273,2.5498802193078047,2.5492678147678967,2.5463947288511801,2.5356085032251374,2.5029972835367014,2.4227522745098993,2.2594232883784016,1.9777818351368792
411,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5500000000000003,2.5499999999999803,2.5499999999992662,2.5499999999783349,2.5499999994902707,2.5499999904494057,2.5499998575117564,2.5499983060792522,2.5499839301760705,2.5498780678245572,2.5492576473041906,2.5463572172699789,2.535500555964012,2.5027550217821162,2.4223281706158568,2.2588456377960626,1.9771785996156381
412,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5500000000000003,2.549999999999979,2.5499999999992187,2.549999999977135,2.5499999994660567,2.5499999900646384,2.5499998527055503,2.5499982589549717,2.5499835679487917,2.5498758876187066,2.5492473844202483,2.5463194792316344,2.5353922519543963,2.5025124724507193,2.4219042039973711,2.2582687037043438,1.9765763029610539
413,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999998,2.5499999999999776,2.5499999999991685,2.5499999999758742,2.5499999994408133,2.5499999896662704,2.5499998477605925,2.549998210744989,2.5499831992570718,2.5498736784574292,2.549237025730724,2.5462815146292335,2.5352835921936561,2.502269637579015,2.4214803756725507,2.2576924841357653,1.9759749416767238
414,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999754,2.5499999999991152,2.5499999999745508,2.5499999994145028,2.5499999892538923,2.5499998426735964,2.5499981614299068,2.5499828240190698,2.5498714401076561,2.5492265708523223,2.5462433233607968,2.5351745776799843,2.5020265191921629,2.4210566866471357,2.2571169771307917,1.9753745122878164
415,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999736,2.5499999999990592,2.5499999999731613,2.5499999993870857,2.549999988827083,2.5499998374412169,2.5499981109900953,2.5499824421524218,2.5498691723360856,2.5492160194038158,2.5462049053292417,2.5350652094123101,2.5017831193040401,2.4206331379147006,2.256542180737807,1.9747750113407438
416,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.549999999999971,2.5499999999990011,2.5499999999717025,2.5499999993585218,2.5499999883854128,2.5499998320600477,2.5499980594056919,2.5499820535742397,2.5498668749091999,2.5492053710060718,2.546166260442337,2.534955488390191,2.5015394399173023,2.4202097304568984,2.255968093013101,1.9741764354027667
417,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5500000000000003,2.5499999999999687,2.5499999999989398,2.5499999999701717,2.5499999993287688,2.549999987928441,2.5499998265266228,2.5499980066566001,2.5499816582011205,2.5498645475932729,2.5491946252820328,2.5461273886126747,2.5348454156138391,2.501295483023434,2.419786465243428,2.2553947120208102,1.9735787810620902
418,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5500000000000003,2.5499999999999665,2.5499999999988745,2.5499999999685663,2.5499999992977824,2.549999987455716,2.5499998208374151,2.5499979527224887,2.5499812559491457,2.5498621901543794,2.5491837818567316,2.5460882897576331,2.5347349920840401,2.5010512506028078,2.4193633432322192,2.2548220358328939,1.9729820449275899
419,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999998,2.5499999999999647,2.5499999999988048,2.5499999999668832,2.5499999992655185,2.5499999869667764,2.5499998149888352,2.5499978975827902,2.54998084673388,2.5498598023584118,2.5491728403573131,2.5460489637993362,2.5346242188020605,2.5008067446247382,2.4189403653696382,2.2542500625290964,1.9723862236285314
420,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999989,2.5499999999999625,2.5499999999987297,2.5499999999651179,2.5499999992319302,2.5499999864611484,2.549999808977232,2.549997841216701,2.5499804304703786,2.5498573839710867,2.5491618004130241,2.5460094106646185,2.534513096769639,2.5005619670475414,2.4185175325905295,2.2536787901969184,1.9717913138144962
421,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999599,2.549999999998652,2.5499999999632674,2.5499999991969711,2.5499999859383462,2.5499998027988764,2.5499977836030938,2.5499800070728225,2.5498549347568451,2.5491506616529884,2.545969630282543,2.53440162698897,2.5003169198225375,2.418094845822834,2.2531082169320156,1.9711973151434317
422,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999572,2.5499999999985703,2.5499999999613276,2.5499999991605917,2.5499999853978763,2.5499997964500194,2.5499977247208592,2.5499795764559865,2.5498524544833208,2.5491394237151765,2.5459296225942145,2.5342898104625258,2.5000716048780918,2.4176723059694814,2.2525383408366402,1.9706042237660699
423,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999985,2.5499999999999545,2.5499999999984837,2.549999999959295,2.5499999991227438,2.5499999848392321,2.5499997899268037,2.5499976645483877,2.5499791385330339,2.5498499429146757,2.5491280862330283,2.5458893875380464,2.5341776481931113,2.4998260241434482,2.4172499139357471,2.2519691600220515,1.9700120355396897
424,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999989,2.5499999999999514,2.5499999999983918,2.5499999999571656,2.5499999990833708,2.5499999842618917,2.5499997832253194,2.5499976030639173,2.5499786932169797,2.5498473998159503,2.5491166488440786,2.5458489250592184,2.5340651411841915,2.4995801795344299,2.4168276706122502,2.2514006726055951,1.9694207468666856
425,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999985,2.5499999999999474,2.5499999999982954,2.5499999999549345,2.5499999990424227,2.5499999836653267,2.5499997763415978,2.5499975402454593,2.5499782404203941,2.5498448249522228,2.5491051111882514,2.5458082351075286,2.5339522904388461,2.4993340729548725,2.4164055768780579,2.2508328767133858,1.9688303543176902
426,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999985,2.5499999999999443,2.5499999999981933,2.5499999999525995,2.5499999989998439,2.5499999830489903,2.5499997692715857,2.5499974760707258,2.5499777800552308,2.5498422180883762,2.5490934729079382,2.5457673176381443,2.533839096960619,2.4990877062963155,2.4159836335995366,2.2502657704801532,1.9682408545552295
427,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.549999999999998,2.5499999999999408,2.5499999999980854,2.5499999999501544,2.5499999989555771,2.5499999824123281,2.5499997620111836,2.5499974105172596,2.5499773120330929,2.5498395789892294,2.5490817336470455,2.5457261726093705,2.5337255617531262,2.4988410814428206,2.4155618416355584,2.2496993520460022,1.9676522442681046
428,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999976,2.5499999999999368,2.5499999999979721,2.5499999999475946,2.5499999989095641,2.5499999817547736,2.5499997545562252,2.5499973435623602,2.5499768362650932,2.5498369074195031,2.5490698930516138,2.5456847999839418,2.5336116858201105,2.4985942002679464,2.4151402018344452,2.2491336195586062,1.9670645201878689
429,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999989,2.5499999999999323,2.5499999999978531,2.5499999999449172,2.549999998861745,2.5499999810757479,2.5499997469024716,2.5499972751830731,2.5499763526618362,2.5498342031438366,2.5490579507699329,2.5456431997291888,2.5334974701653681,2.4983470646342463,2.4147187150335547,2.2485685711736694,1.9664776790837755
430,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999985,2.5499999999999283,2.549999999997727,2.5499999999421146,2.5499999988120572,2.5499999803746527,2.5499997390455995,2.5499972053561333,2.5499758611333125,2.5498314659267884,2.5490459064530104,2.5456013718179298,2.5333829157926857,2.4980996763910954,2.414297382057212,2.2480042050566515,1.9658917177611659
431,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999985,2.549999999999923,2.5499999999975942,2.549999999939184,2.549999998760438,2.5499999796508832,2.5499997309812343,2.5499971340581147,2.5499753615892002,2.5498286955328919,2.5490337597533004,2.5455593162258223,2.5332680237057636,2.4978520373810049,2.4138762037230612,2.2474405193782565,1.9653066330366986
432,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.549999999999998,2.5499999999999172,2.5499999999974539,2.5499999999361185,2.5499999987068223,2.549999978903819,2.5499997227049258,2.549997061265306,2.5499748539386116,2.5498258917266039,2.5490215103257543,2.5455170329335743,2.5331527949083084,2.4976041494343661,2.4134551808367393,2.2468775123180991,1.9647224217638033
433,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999976,2.5499999999999119,2.5499999999973069,2.5499999999329135,2.5499999986511419,2.5499999781328246,2.5499997142121478,2.5499969869537438,2.549974338090184,2.5498230542723701,2.5490091578275349,2.5454745219261214,2.5330372304037927,2.497356014371281,2.4130343141940118,2.2463151820637091,1.9641390808087034
434,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999976,2.5499999999999066,2.5499999999971519,2.5499999999295628,2.5499999985933277,2.549999977337253,2.5499997054983048,2.5499969110992211,2.5499738139520773,2.5498201829345839,2.548996701917944,2.5454317831926767,2.5329213311956371,2.4971076340015492,2.4126136045805078,2.2457535268101885,1.9635566070668251
435,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999972,2.5499999999999003,2.549999999996988,2.5499999999260616,2.5499999985333095,2.5499999765164403,2.5499996965587282,2.5499968336772851,2.5499732814319955,2.5498172774776555,2.5489841422584432,2.5453888167264829,2.5328050982869339,2.4968590101250832,2.4121930527724973,2.2451925447601169,1.9629749974467321
436,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999972,2.5499999999998941,2.5499999999968157,2.5499999999224028,2.5499999984710131,2.5499999756697109,2.5499996873886768,2.5499967546632325,2.5499727404371653,2.5498143376659668,2.5489714785126756,2.5453456225250308,2.532688532680619,2.4966101445314921,2.4117726595362567,2.2446322341236247,1.962394248881685
437,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999972,2.549999999999887,2.5499999999966345,2.5499999999185805,2.549999998406363,2.549999974796374,2.5499996779833385,2.5499966740321156,2.5499721908743633,2.5498113632639234,2.5489587103464229,2.5453022005897727,2.5325716353792718,2.4963610390006328,2.4113524256288685,2.2440725931179837,1.9618143583217076
438,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999972,2.5499999999998795,2.549999999996444,2.5499999999145873,2.5499999983392825,2.5499999738957233,2.5499996683378243,2.5499965917587346,2.5499716326499002,2.5498083540359415,2.5489458374276643,2.5452585509263002,2.5324544073851722,2.4961116953022238,2.4109323517977623,2.2435136199678052,1.9612353227374677
439,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999958,2.5499999999998724,2.5499999999962442,2.5499999999104173,2.5499999982696924,2.5499999729670364,2.5499996584471716,2.5499965078176419,2.5499710656696304,2.5498053097464601,2.5489328594265439,2.5452146735442223,2.5323368497002496,2.4958621151960974,2.4105124387810326,2.2429553129048441,1.9606571391183534
440,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999954,2.5499999999998639,2.5499999999960337,2.5499999999060639,2.5499999981975097,2.5499999720095783,2.5499996483063363,2.5499964221831313,2.5499704898389655,2.5498022301600169,2.5489197760154441,2.5451705684570172,2.5322189633257888,2.4956123004323283,2.4100926873079391,2.2423976701676267,1.9600798044701659
441,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999954,2.5499999999998555,2.5499999999958125,2.5499999999015195,2.5499999981226518,2.5499999710225971,2.549999637910207,2.5499963348292551,2.5499699050628433,2.5497991150410986,2.5489065868688705,2.5451262356823894,2.5321007492630101,2.495362252750823,2.4096730980977634,2.2418406900023506,1.959503315820281
442,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999958,2.5499999999998457,2.5499999999955798,2.5499999998967771,2.549999998045033,2.5499999700053277,2.549999627253595,2.5499962457298158,2.5499693112457447,2.5497959641542209,2.5488932916635116,2.545081675242074,2.5319822085127579,2.4951119738815541,2.4092536718604363,2.2412843706623722,1.9589276702148841
443,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999958,2.549999999999836,2.5499999999953351,2.5499999998918281,2.5499999979645636,2.5499999689569841,2.5499996163312226,2.5499961548583459,2.5499687082917557,2.5497927772641589,2.5488798900783376,2.5450368871611513,2.5318633420746433,2.4948614655455357,2.4088344092985845,2.2407287104068581,1.9583528647108583
444,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999958,2.5499999999998257,2.549999999995078,2.5499999998866647,2.5499999978811534,2.5499999678767695,2.5499996051377463,2.5499960621881415,2.5499680961044624,2.5497895541355557,2.5488663817944306,2.5449918714692013,2.5317441509484966,2.4946107294531812,2.4084153111040711,2.2401737075030841,1.9577788963895231
445,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999949,2.5499999999998151,2.549999999994808,2.5499999998812788,2.5499999977947096,2.54999996676387,2.5499995936677458,2.5499959676922455,2.5499674745870049,2.5497862945331207,2.5488527664950671,2.5449466281997299,2.5316246361336479,2.4943597673051214,2.4079963779597171,2.2396193602252938,1.9572057623498111
446,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999945,2.549999999999804,2.5499999999945246,2.5499999998756624,2.5499999977051355,2.5499999656174497,2.5499995819157024,2.549995871343429,2.5499668436421676,2.5497829982219251,2.5488390438657853,2.5449011573891638,2.5315047986278243,2.4941085807937564,2.4075776105422153,2.2390656668530013,1.9566334596995389
447,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999936,2.5499999999997915,2.5499999999942271,2.5499999998698062,2.5499999976123338,2.5499999644366609,2.5499995698760354,2.5499957731142251,2.5499662031722212,2.5497796649668851,2.5488252135942653,2.5448554590785757,2.5313846394290516,2.4938571716006002,2.4071590095171187,2.2385126256739265,1.9560619855705947
448,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999932,2.5499999999997782,2.5499999999939149,2.5499999998637026,2.5499999975162027,2.5499999632206407,2.5499995575430838,2.5499956729769115,2.549965553079002,2.549776294533018,2.548811275370388,2.5448095333128351,2.5312641595347221,2.4936055413975895,2.4067405755413067,2.2379602349825563,1.9554913371115357
449,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999994,2.5499999999999927,2.5499999999997645,2.5499999999935872,2.5499999998573397,2.5499999974166392,2.5499999619685014,2.5499995449110862,2.5499955709034996,2.549964893264014,2.5497728866857381,2.5487972288862579,2.5447633801395542,2.5311433599405326,2.4933536918487569,2.4063223092659602,2.2374084930786449,1.9549215114811906
450,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499999999999923,2.5499999999997502,2.5499999999932439,2.5499999998507095,2.5499999973135372,2.5499999606793438,2.5499995319742159,2.5499954668657558,2.5499642236282494,2.5497694411903371,2.5487830738361565,2.5447169996109245,2.5310222416423422,2.4931016246073199,2.4059042113313676,2.2368573982698527,1.9543525058600535
451,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5500000000000003,2.5499999999999918,2.5499999999997351,2.5499999999928833,2.5499999998438008,2.5499999972067888,2.5499999593522511,2.5499995187265658,2.5499953608351902,2.5499635440722774,2.5497659578122356,2.548768809916564,2.5446703917828235,2.5309008056352731,2.4928493413170996,2.4054862823694503,2.236306948870471,1.9537843174448171
452,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5500000000000007,2.5499999999999914,2.5499999999997196,2.5499999999925054,2.5499999998366039,2.5499999970962808,2.5499999579862842,2.5499995051621296,2.5499952527830492,2.5499628544963264,2.5497624363172187,2.5487544368261621,2.5446235567139772,2.5307790529129051,2.4925968436138519,2.4050685230060669,2.2357571432004599,1.9532169434444397
453,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5500000000000007,2.5499999999999909,2.5499999999997023,2.5499999999921088,2.5499999998291094,2.5499999969818994,2.5499999565804887,2.5499994912748258,2.5499951426803271,2.5499621548001592,2.5497588764710817,2.548739954265828,2.5445764944672193,2.5306569844684899,2.4923441331232628,2.404650933857535,2.2352079795869222,1.9526503810862039
454,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999896,2.5499999999996836,2.5499999999916927,2.5499999998213063,2.549999996863527,2.5499999551338917,2.5499994770584893,2.5499950304977617,2.549961444883134,2.5497552780398016,2.5487253619386365,2.5445292051088857,2.5305346012943684,2.4920912114619149,2.4042335155323089,2.2346594563634019,1.9520846276128414
455,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999994,2.5499999999999887,2.5499999999996645,2.5499999999912566,2.5499999998131821,2.5499999967410432,2.5499999536455,2.5499994625068707,2.5499949162058351,2.5499607246442024,2.5497516407895255,2.548710659549855,2.5444816887088617,2.5304119043820301,2.4918380802372071,2.4038162686308056,2.2341115718700859,1.9515196802828725
456,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999989,2.5499999999999878,2.5499999999996446,2.5499999999907996,2.5499999998047249,2.5499999966143245,2.5499999521143026,2.5499994476136316,2.5499947997747712,2.5499599939819149,2.5497479644865977,2.5486958468069512,2.5444339453404723,2.5302888947219904,2.4915847410475318,2.4033991937457579,2.2335643244534751,1.9509555363699342
457,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999878,2.5499999999996241,2.5499999999903213,2.5499999997959222,2.549999996483244,2.5499999505392692,2.5499994323723496,2.5499946811745349,2.5499592527944226,2.549744248897551,2.5486809234195875,2.5443859750805133,2.5301655733038286,2.4913311954822248,2.4029822914621022,2.2330177124665229,1.9503921931630082
458,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999874,2.5499999999996019,2.5499999999898204,2.5499999997867624,2.5499999963476729,2.5499999489193494,2.5499994167765117,2.5499945603748353,2.5499585009794909,2.5497404937891481,2.5486658890996146,2.544337778009115,2.5300419411160791,2.491077445121781,2.4025655623573088,2.2324717342685454,1.949829647965768
459,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5500000000000003,2.5499999999999865,2.5499999999995788,2.5499999999892959,2.5499999997772336,2.549999996207478,2.5499999472534731,2.5499994008195177,2.5499944373451213,2.5499577384344869,2.5497366989283474,2.5486507435610841,2.5442893542098575,2.5299179991463125,2.4908234915376704,2.402149007001126,2.2319263882252698,1.9492678980971385
460,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499999999999852,2.5499999999995535,2.5499999999887475,2.5499999997673219,2.5499999960625241,2.5499999455405509,2.5499993844946807,2.549994312054586,2.5499569650563902,2.5497328640823316,2.5486354865202387,2.5442407037696633,2.5297937483810506,2.4905693362925079,2.40173262595584,2.2313816727087565,1.9487069408907891
461,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999994,2.5499999999999838,2.5499999999995269,2.5499999999881733,2.5499999997570137,2.5499999959126711,2.5499999437794707,2.5499993677952237,2.5499941844721619,2.5499561807417934,2.5497289890185,2.548620117695505,2.5441918267788264,2.529669189805817,2.4903149809400182,2.4013164197761543,2.230837586097421,1.9481467736954592
462,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999994,2.5499999999999829,2.5499999999994993,2.549999999987572,2.5499999997462943,2.549999995757775,2.549999941969102,2.5499993507142804,2.5499940545665245,2.5499553853869106,2.5497250735045034,2.5486046368075059,2.5441427233308951,2.529544324404994,2.4900604270252056,2.4009003890095615,2.2302941267759322,1.9475873938741517
463,2.5499999999999998,2.5499999999999998,2.5500000000000003,2.5499999999999989,2.5499999999999821,2.5499999999994705,2.5499999999869418,2.5499999997351499,2.5499999955976898,2.5499999401082918,2.5499993332448936,2.549993922306089,2.5499545788875779,2.549721117308239,2.5485890435790535,2.5440933935226848,2.5294191531618506,2.4898056760843419,2.4004845341962846,2.2297512931352217,1.9470287988043247
464,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999985,2.5499999999999812,2.5499999999994398,2.5499999999862832,2.5499999997235658,2.5499999954322661,2.5499999381958682,2.549999315380016,2.5499937876590155,2.5499537611392538,2.5497171201978399,2.5485733377351343,2.5440438374543013,2.5292936770585968,2.4895507296449355,2.4000688558691623,2.229209083572488,1.9464709858782858
465,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999985,2.5499999999999803,2.5499999999994079,2.549999999985594,2.5499999997115261,2.5499999952613512,2.5499999362306367,2.5499992971125094,2.5499936505932026,2.5499529320370278,2.5497130819417109,2.5485575190029279,2.5439940552290281,2.5291678970762383,2.4892955892259003,2.3996533545540104,2.228667496491116,1.945913952502291
